page_id,url,title,title_length,is_https,images_without_alt_count,content_type,page_link_count,duplicate_content_flag,status_code,meta_description,load_time,h2_count,broken_link_count,audit_id,h1_count,crawl_depth,h2,image_link_count,h1,external_link_count,has_structured_data,internal_link_count,is_mobile_friendly,meta_description_length,has_meta_keywords,title_count
60,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-18.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,7,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$179.00",153,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
61,https://www.roddandgunn.com/au/clothing/jeans/winton-relaxed-fit-italian-denim/008218-01.html?currency=AUD&bvstate=pg:3/ct:r,Winton Regular Leg Jeans | Mid Blue | Rodd & Gunn AU,52,True,0,,,,200," Crafted in hand-distressed Italian denim, the Winton men’s relaxed long leg jeans are pre-washed for softness for maximum comfort. Shop now with free delivery in AU.",,11,,38,1,7,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$129.00
$179.00
$179.00",132,Winton Relaxed Fit Italian Denim,0,False,0,False,166,True,1
62,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-18.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,7,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$129.00
$159.00
$179.00",146,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
63,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-17.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,7,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$139.00
$139.00
$139.00
$199.00",155,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
64,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_size=XXXL&dwvar_008834_color=MARINE&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,8,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$129.00
$249.00
$159.00",156,Coromandel 2 Sports Fit Shirt · Marine XXXL,0,False,0,False,138,True,1
65,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_size=XXL&dwvar_008834_color=MARINE&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,8,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$129.00
$249.00
$159.00",156,Coromandel 2 Sports Fit Shirt · Marine XXL,0,False,0,False,138,True,1
66,https://www.roddandgunn.com/au/sale/shirts/middle-peak-shirt/009082-01.html,Middle Peak Shirt,17,True,0,,,,200, ,,11,,38,1,8,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$139.00
$159.00",129,Middle Peak Shirt,0,False,0,False,1,True,1
67,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_color=FLAMINGO&vgid=008834-17,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,8,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$179.00
$129.00
$129.00",128,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
68,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_color=SUNSHINE&vgid=008834-17,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,8,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$139.00
$89.00
$139.00",159,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
69,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_color=SNOW&vgid=008834-17,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,8,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$159.00
$179.00
$179.00",156,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
70,https://www.roddandgunn.com/au/clothing/shirts/cathedral-cove-sports-fit-shirt/009205-02.html,Cathedral Cove Sports Fit Shirt,31,True,0,,,,200, ,,11,,38,1,8,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$129.00
$179.00
$129.00",95,Cathedral Cove Sports Fit Shirt,0,False,0,False,1,True,1
71,https://www.roddandgunn.com/au/clothing/shorts/linen-9%22-resort-short/007984-01.html,"Linen 9"" Resort Short | Navy | Rodd & Gunn AU",45,True,0,,,,200, These relaxed men’s linen Resort Shorts in Navy are cut from temperature-regulating fabric with an elasticated waist. Shop now with free delivery in AU.,,11,,38,1,8,"Details
$129.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$129.00
$129.00
$129.00",96,"Linen 9"" Resort Short",0,False,0,False,153,True,1
72,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-01.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,8,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$159.00
$179.00
$159.00",156,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
73,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_size=XXL&dwvar_008834_color=KELP&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,9,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$139.00
$179.00
$179.00
$159.00",154,Coromandel 2 Sports Fit Shirt · Kelp XXL,0,False,0,False,138,True,1
74,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-19.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,9,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$139.00
$149.00
$159.00
$159.00",156,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
75,https://www.roddandgunn.com/au/clothing/shorts/the-gunn-9%22-short/003059-19.html,The Gunn Short 9 inch | Coconut | Rodd & Gunn AU,48,True,0,,,,200, The Gunn 9 inch short  is your new favourite pair of shorts. Cut in our original fit with stretch for comfort. Shop now with free delivery in AU.,,11,,38,1,9,"Details
$129.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$129.00
$129.00
$129.00",123,"The Gunn 9"" Short",0,False,0,False,146,True,1
76,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-19.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,9,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$139.00
$179.00
$139.00
$179.00",155,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
77,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_size=XL&dwvar_008834_color=SNOW&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,9,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$129.00
$139.00
$159.00",156,Coromandel 2 Sports Fit Shirt · Snow XL,0,False,0,False,138,True,1
78,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt/008834-01.html,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,9,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$159.00
$179.00
$159.00",156,Coromandel 2 Sports Fit Shirt,0,False,0,False,138,True,1
79,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_size=XL&dwvar_008834_color=KELP&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,10,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$139.00
$179.00
$179.00
$159.00",154,Coromandel 2 Sports Fit Shirt · Kelp XL,0,False,0,False,138,True,1
80,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_size=LG&dwvar_008834_color=KELP&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,10,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$199.00
$199.00
$179.00",158,Coromandel 2 Sports Fit Shirt · Kelp LG,0,False,0,False,138,True,1
81,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_size=ME&dwvar_008834_color=KELP&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,10,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$129.00
$139.00
$129.00",130,Coromandel 2 Sports Fit Shirt · Kelp ME,0,False,0,False,138,True,1
82,https://www.roddandgunn.com/au/clothing/pants/heriot-straight-pant/009171-01.html,Heriot Straight Pant,20,True,0,,,,200, ,,11,,38,1,10,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$159.00
$159.00
$169.00",92,Heriot Straight Pant,0,False,0,False,1,True,1
83,https://www.roddandgunn.com/au/clothing/pants/thomas-road-chino-pant/006171-18.html,Thomas Road Chino | Pebble LL | Rodd & Gunn AU,46,True,0,,,,200, Our popular clean lined men’s chinos in Pebble are cut from ultra-smooth cotton sateen fabric in a long leg length. Shop now with free delivery in AU.,,11,,38,1,10,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$169.00
$129.00
$159.00",93,Thomas Road Chino Pant,0,False,0,False,151,True,1
84,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt-%C2%B7-snow-xl/008834-01-XL.html?dwvar_008834-01-XL_size=XL&currency=AUD&source=detail&dwvar_008834-01-XL_color=SNOW&bvstate=pg:2/ct:r,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,10,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$139.00
$159.00
$159.00",152,Coromandel 2 Sports Fit Shirt · Snow XL,0,False,0,False,138,True,1
85,https://www.roddandgunn.com/au/clothing/t-shirts/the-gunn-t-shirt-/004120-04.html,The Gunn T-Shirt | Charcoal | Rodd & Gunn AU,44,True,0,,,,200, This classic Gunn men’s short sleeve t-shirt in Charcoal is cut from slim fitting marle for a textured look and feel. Shop now with free delivery. Shop now with free delivery in AU.,,12,,38,2,10,"Details
$49.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$49.00
$49.00
$49.00
$399.00",182,The Gunn T-Shirt,0,False,0,False,182,True,1
86,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_color=SAGE-GREY&dwvar_008834_size=ME&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,11,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$139.00
$159.00
$159.00",154,Coromandel 2 Sports Fit Shirt · Sage Grey ME,0,False,0,False,138,True,1
87,https://www.roddandgunn.com/au/Product-Variation?pid=008834&dwvar_008834_color=INLET&dwvar_008834_size=ME&source=detail,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,11,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$49.00
$79.00
$159.00",156,Coromandel 2 Sports Fit Shirt · Inlet ME,0,False,0,False,138,True,1
88,https://www.roddandgunn.com/au/clothing/pants/thomas-road-chino-pant/006171-18.html?currency=AUD&bvstate=pg:2/ct:r,Thomas Road Chino | Pebble LL | Rodd & Gunn AU,46,True,0,,,,200, Our popular clean lined men’s chinos in Pebble are cut from ultra-smooth cotton sateen fabric in a long leg length. Shop now with free delivery in AU.,,11,,38,1,11,"Details
$159.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$159.00
$169.00
$129.00
$159.00",91,Thomas Road Chino Pant,0,False,0,False,151,True,1
89,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt-%C2%B7-kelp-me/008834-05-ME.html?dwvar_008834-05-ME_color=KELP&currency=AUD&source=detail&dwvar_008834-05-ME_size=ME&bvstate=pg:2/ct:r,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,11,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$139.00
$159.00
$129.00",154,Coromandel 2 Sports Fit Shirt · Kelp ME,0,False,0,False,138,True,1
90,https://www.roddandgunn.com/au/clothing/shirts/coromandel-2-sports-fit-shirt-%C2%B7-kelp-lg/008834-05-LG.html?dwvar_008834-05-LG_color=KELP&currency=AUD&source=detail&dwvar_008834-05-LG_size=LG&bvstate=pg:2/ct:r,Coromandel 2 Sports Fit Shirt,29,True,0,,,,200," Shop the Coromandel 2 Sports Fit Shirt from Rodd & Gunn. Crafted with premium materials, this shirt offers a comfortable and stylish fit.",,11,,38,1,11,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$139.00
$159.00
$159.00",154,Coromandel 2 Sports Fit Shirt · Kelp LG,0,False,0,False,138,True,1
91,https://www.roddandgunn.com/au/footwear/boots/samson-desert-boot/009244-02.html,Samson Desert Boot,18,True,0,,,,200, ,,11,,38,1,11,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$169.00
$199.00
$229.00
$199.00",89,Samson Desert Boot,0,False,0,False,1,True,1
92,https://www.roddandgunn.com/au/clothing/shirts/belleknowes-shirt/009284-01.html,Belleknowes Shirt,17,True,0,,,,200, ,,11,,38,1,11,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$129.00
$159.00
$199.00
$149.00",62,Belleknowes Shirt,0,False,0,False,1,True,1
93,https://www.roddandgunn.com/au/footwear/boots/ealing-chelsea-boot/008818-02.html,Ealing Chelsea Boot,19,True,0,,,,200," Shop the Ealing Chelsea Boot at Rodd & Gunn. Crafted with premium leather, these boots offer timeless style and exceptional comfort.",,11,,38,1,12,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$229.00
$199.00
$59.00",91,Ealing Chelsea Boot,0,False,0,False,133,True,1
94,https://www.roddandgunn.com/au/footwear/endeavour-cruise-sneaker/009140-03.html,Endeavour Cruise Sneaker,24,True,0,,,,200, ,,11,,38,1,12,"Details
$169.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$299.00
$299.00
$169.00
$299.00",99,Endeavour Cruise Sneaker,0,False,0,False,1,True,1
95,https://www.roddandgunn.com/au/Product-Variation?pid=009244&dwvar_009244_size=46&dwvar_009244_color=NAVY&source=detail,Samson Desert Boot,18,True,0,,,,200, ,,11,,38,1,12,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$169.00
$179.00
$179.00
$159.00",84,Samson Desert Boot · Navy 46,0,False,0,False,1,True,1
96,https://www.roddandgunn.com/au/Product-Variation?pid=009244&dwvar_009244_size=45&dwvar_009244_color=NAVY&source=detail,Samson Desert Boot,18,True,0,,,,200, ,,11,,38,1,12,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$1,499.00
$159.00",84,Samson Desert Boot · Navy 45,0,False,0,False,1,True,1
